gene	CoPt_E_rep1	CoPt_H_rep1	CoPt_E_rep2	CoPt_H_rep2	CoPt_E_rep3	CoPt_H_rep3	CoPt_E_rep4	CoPt_H_rep4	Falu_E_rep1	Falu_H_rep1	Falu_E_rep3	Falu_E_rep4	Falu_H_rep4	Falu_E_rep6	Falu_H_rep6	Ftele_H_rep1	Ftele_E_rep3	Ftele_H_rep3	Ftele_E_rep5	Ftele_H_rep5	Ftele_E_rep6	Ftele_H_rep6
aten_0.1.m1.36585.m1	30.00	11.00	43.00	4.00	12.00	5.00	23.00	7.00	15.00	8.00	24.00	33.00	11.00	24.00	10.00	4.00	12.00	3.00	28.00	5.00	20.00	4.00
aten_0.1.m1.24358.m1	45.02	15.01	16.00	1.00	14.53	2.00	16.00	0.00	15.00	4.00	29.03	15.96	0.00	24.00	0.00	0.00	6.00	1.00	12.00	1.00	4.33	1.00
aten_0.1.m1.36477.m1	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	5.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.5489.m1	152.00	749.00	317.00	413.00	594.00	2434.00	335.00	1025.00	612.00	1070.00	672.00	631.00	1347.00	312.00	1439.00	1223.00	283.00	1320.00	182.00	1482.00	332.00	1850.00
aten_0.1.m1.17806.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.35345.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.34467.m1	164.00	48.00	183.00	10.00	218.00	74.00	367.00	18.00	180.00	12.00	130.00	185.00	11.00	146.00	20.00	28.00	126.00	13.00	46.00	20.00	76.00	8.00
aten_0.1.m1.24658.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.9657.m1	0.00	0.00	3.00	0.00	7.00	0.00	20.00	0.00	5.00	0.00	6.00	24.00	0.00	2.00	0.00	2.00	1.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.77.m1	991.00	440.00	678.00	109.00	913.00	536.00	1769.00	198.00	892.00	55.00	998.00	440.00	54.00	613.00	240.00	144.00	417.00	158.00	545.00	376.00	300.00	70.00
aten_0.1.m1.1586.m1	33.76	16.01	28.06	0.00	25.80	21.00	65.43	0.00	83.94	12.17	8.91	10.26	0.00	3.89	0.00	2.12	27.25	7.31	4.00	4.18	8.00	4.00
aten_0.1.m1.31894.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.14391.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.3036.m1	2082.99	1106.24	1061.64	27.97	284.65	384.18	3209.65	63.07	105.18	9.48	297.36	1908.29	159.97	1287.69	123.92	123.18	463.97	284.90	1184.45	285.40	638.72	348.42
aten_0.1.m1.15056.m1	2.00	1.00	0.00	3.68	3.06	1.00	5.97	0.00	16.00	9.00	3.00	0.00	0.00	4.99	1.00	29.12	7.00	0.00	2.00	38.02	4.00	2.00
aten_0.1.m1.24629.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.13478.m1	0.00	0.00	2.00	0.00	2.00	1.33	6.00	0.00	0.00	0.00	1.00	6.33	0.00	1.00	0.00	0.00	2.00	0.00	0.00	1.00	1.49	0.00
aten_0.1.m1.24481.m1	2.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00
aten_0.1.m1.37459.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.16569.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.93	0.00	0.00	0.00	0.00	1.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.25
aten_0.1.m1.15619.m1	3.00	1.00	0.00	6.00	3.11	8.00	8.00	18.00	1.94	6.00	0.00	5.00	6.78	1.00	1.00	2.00	2.00	2.00	0.00	1.00	0.00	2.00
aten_0.1.m1.13254.m1	14.00	2.00	19.00	0.00	28.00	8.00	21.00	2.00	32.00	1.00	38.00	10.00	5.00	9.00	8.00	2.00	7.00	1.00	10.00	24.00	5.00	2.00
aten_0.1.m1.21809.m1	0.00	3.57	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.24661.m1	92.26	27.61	32.78	1.97	242.33	72.02	10.87	107.82	86.90	41.47	1.00	77.34	11.80	235.60	136.48	30.44	176.01	49.19	34.00	12.46	11.31	0.00
aten_0.1.m1.28146.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.18257.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.33822.m1	10.06	0.00	4.86	3.07	7.93	2.02	10.04	1.00	9.12	0.00	15.59	2.33	0.00	5.80	0.00	4.00	1.40	16.59	6.38	9.50	3.01	0.00
aten_0.1.m1.6574.m1	72.28	11.01	111.24	10.00	198.17	49.01	66.90	9.00	44.35	8.00	147.34	74.30	7.00	104.46	22.00	24.00	15.26	1.00	133.64	29.00	24.82	9.20
aten_0.1.m1.16726.m1	164.00	183.00	367.00	240.00	514.00	484.00	579.00	94.00	421.00	130.00	329.00	569.00	196.00	431.00	465.00	158.00	343.00	125.00	233.00	286.00	296.00	269.00
aten_0.1.m1.14791.m1	216.00	541.00	212.00	257.00	308.00	796.00	494.00	348.00	238.00	263.00	385.00	293.00	460.00	197.00	594.00	433.00	211.00	484.00	171.00	396.00	216.00	536.00
aten_0.1.m1.22694.m1	2.00	48.02	0.00	1.00	25.17	0.00	2.00	611.86	0.00	0.00	10.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00
aten_0.1.m1.31059.m1	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.00	0.00	0.00	0.00	0.00
aten_0.1.m1.6339.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.24288.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.16173.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.24650.m1	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.59
aten_0.1.m1.34811.m1	140.94	36.08	123.92	105.38	67.94	38.47	195.38	21.96	110.64	28.42	87.98	117.64	145.91	60.66	41.89	14.52	52.46	62.45	108.66	17.64	39.98	51.11
aten_0.1.m1.24761.m1	16.00	0.00	9.00	0.00	13.00	2.00	12.00	1.00	8.00	1.00	11.00	6.00	0.00	3.00	0.00	0.00	3.00	0.00	16.00	0.00	2.00	3.00
aten_0.1.m1.20162.m1	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	1.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00
aten_0.1.m1.4436.m1	9.23	0.00	6.65	0.00	5.08	0.00	23.06	1.76	1.13	1.00	4.40	16.14	0.00	3.81	1.01	1.99	22.04	0.00	6.31	0.00	19.49	0.00
aten_0.1.m1.20096.m1	12.00	5.00	14.00	0.00	29.00	11.00	23.00	2.00	19.00	4.00	10.00	19.00	5.00	5.00	2.00	7.00	6.00	3.00	14.00	12.00	7.00	6.00
aten_0.1.m1.12390.m1	129.00	30.00	46.00	4.00	356.00	17.00	161.00	26.00	367.00	54.00	202.00	262.00	18.00	286.00	40.00	24.00	67.00	3.00	175.00	36.00	97.00	42.00
aten_0.1.m1.14241.m1	914.00	586.00	1614.00	319.00	3068.00	1470.00	2207.00	366.00	1631.00	545.00	1545.00	2290.00	881.00	1476.00	803.00	679.00	1679.00	642.00	1453.00	1111.00	1233.00	736.00
aten_0.1.m1.24065.m1	44.04	3.00	42.45	0.00	113.86	12.00	40.09	0.00	55.09	0.00	11.46	37.59	6.00	39.10	7.00	4.91	13.34	1.00	16.34	2.94	5.00	3.00
aten_0.1.m1.31888.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.84	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00
aten_0.1.m1.16993.m1	4.01	2.71	10.11	2.00	12.00	2.00	17.35	2.00	3.06	1.97	3.00	12.06	0.00	6.80	0.00	0.00	8.02	0.00	9.71	4.99	2.99	1.00
aten_0.1.m1.22845.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.26537.m1	35.00	20.00	79.00	16.00	45.00	23.00	24.00	18.00	48.00	20.00	34.00	49.00	7.00	143.00	25.00	7.00	23.00	4.00	25.00	20.00	16.00	35.00
aten_0.1.m1.18115.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.3779.m1	249.00	83.00	292.00	47.00	378.00	73.00	268.00	114.00	304.00	27.00	340.00	272.00	18.00	285.00	94.00	61.00	139.00	27.00	176.00	61.00	185.00	21.00
aten_0.1.m1.23533.m1	74.00	45.00	54.00	36.00	89.00	58.00	99.00	26.00	81.00	27.00	89.00	57.00	26.00	59.00	22.00	36.00	53.00	9.00	69.00	47.00	41.00	33.00
aten_0.1.m1.11669.m1	49.34	32.75	12.31	1.00	7.44	6.22	9.97	0.00	7.00	3.02	20.96	6.25	2.00	4.11	0.89	28.62	13.21	3.15	2.98	3.00	3.00	0.00
aten_0.1.m1.13268.m1	42.00	3.00	70.00	7.00	163.00	11.00	103.00	1.00	41.00	1.00	50.00	82.00	3.00	95.00	1.00	8.00	36.00	0.00	44.00	6.00	6.00	4.00
aten_0.1.m1.38019.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.33475.m1	73.00	208.00	80.00	108.00	111.00	139.00	176.00	72.00	113.00	52.00	118.00	235.00	90.00	130.00	367.00	123.00	135.00	244.00	63.00	131.00	99.00	345.00
aten_0.1.m1.24652.m1	74.01	92.30	3.00	14.01	232.32	512.99	6.00	138.59	68.38	68.83	8.98	83.99	112.63	247.25	281.00	85.03	269.84	61.00	15.00	66.00	1.00	6.68
aten_0.1.m1.31737.m1	1.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	3.00	2.00	0.00	0.00	0.00	0.00	2.00	3.00	5.00	1.00	0.00	0.00
aten_0.1.m1.5994.m1	168.00	2602.00	673.00	1895.00	934.00	5516.00	932.00	1355.00	1390.00	2953.00	760.00	1477.00	2865.00	639.00	2800.00	2202.00	650.00	1895.00	365.00	3696.00	568.00	3099.00
aten_0.1.m1.13196.m1	49.00	2.00	69.00	2.00	95.00	14.00	66.00	3.00	30.00	3.00	19.00	21.00	0.00	29.00	4.00	5.00	3.00	3.00	20.00	9.00	3.00	3.00
aten_0.1.m1.7396.m1	222.00	192.00	385.00	381.00	662.00	1269.00	524.00	424.00	353.00	447.00	361.00	496.00	660.00	249.00	169.00	130.00	214.00	241.00	193.00	312.00	223.00	310.00
aten_0.1.m1.3131.m1	60.98	2.03	53.68	0.00	94.75	12.05	71.87	2.00	89.36	4.17	74.78	96.84	7.19	74.37	3.10	10.21	47.54	5.29	81.02	8.14	59.39	3.02
aten_0.1.m1.19804.m1	21.00	0.00	32.00	0.00	20.00	3.00	22.00	0.00	18.00	1.00	15.00	32.00	0.00	8.00	0.00	1.00	13.00	1.00	10.00	6.00	3.00	0.00
aten_0.1.m1.20560.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
aten_0.1.m1.10227.m1	1.00	6.00	2.00	0.00	3.00	3.00	13.00	0.00	9.00	2.00	5.00	9.00	3.00	4.00	1.00	0.00	3.00	0.00	2.00	3.00	1.00	3.00
aten_0.1.m1.300.m1	0.00	2.00	1.00	0.00	0.00	0.00	0.00	1.00	4.00	0.00	9.00	0.00	0.00	2.00	0.00	0.00	2.00	0.00	2.00	0.00	0.00	0.00
aten_0.1.m1.33005.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.33930.m1	0.00	0.00	8.14	0.00	5.48	3.08	5.43	0.00	4.74	1.21	1.86	4.88	0.00	8.97	0.00	1.00	1.00	0.00	2.18	0.00	3.15	0.00
aten_0.1.m1.14873.m1	86.90	4.13	67.34	2.12	99.91	10.64	102.74	2.22	36.62	6.58	62.06	49.44	15.34	62.65	1.12	41.07	18.91	1.04	51.60	39.29	42.97	1.08
aten_0.1.m1.23696.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.438.m1	5.00	0.00	2.00	0.00	9.00	0.00	6.00	0.00	0.00	0.00	1.00	1.00	3.00	14.00	14.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.14236.m1	1391.76	2256.61	2191.29	1031.45	3290.77	7112.12	3424.09	2235.66	2028.08	1613.35	3267.30	2743.90	4303.56	2242.74	3528.78	2973.22	2624.57	1834.80	1999.82	4025.45	2153.81	3019.16
aten_0.1.m1.2793.m1	74.00	8.00	77.00	3.00	115.00	12.80	106.00	1.00	81.00	1.00	60.00	43.00	2.00	66.00	9.00	3.00	56.00	6.00	96.00	14.00	30.00	1.00
aten_0.1.m1.36139.m1	309.92	200.54	351.31	17.51	918.09	607.24	718.22	228.47	416.05	79.16	687.77	681.13	256.06	665.57	415.16	222.67	871.24	342.14	485.80	164.29	222.96	68.82
aten_0.1.m1.6105.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.33756.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.4036.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.12134.m1	24.00	4.00	46.00	9.00	75.00	22.00	45.00	11.00	42.00	12.00	30.00	39.00	7.00	25.00	4.00	17.00	12.00	2.00	21.00	9.00	14.00	2.00
aten_0.1.m1.9992.m1	36.00	3.00	70.00	0.00	57.00	3.00	22.00	0.00	51.00	1.00	48.00	32.00	0.00	17.00	4.00	1.00	7.00	2.00	11.00	25.00	4.00	0.00
aten_0.1.m1.24786.m1	2846.00	1220.00	3330.00	357.00	3365.00	1663.00	5606.00	862.00	3369.00	410.00	2626.00	3066.00	897.00	1784.00	773.00	797.00	2145.00	561.00	2642.00	818.00	1957.00	605.00
aten_0.1.m1.6966.m1	0.00	0.00	0.00	0.00	42.00	23.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00
aten_0.1.m1.32162.m1	74.00	11.00	58.00	18.00	122.00	27.00	177.00	13.00	59.00	5.00	104.00	67.00	6.00	90.00	14.00	41.00	30.00	3.00	60.00	23.00	112.00	8.00
aten_0.1.m1.18259.m1	0.00	0.00	22.38	10.05	0.00	0.00	43.46	24.30	22.98	9.00	39.85	0.00	0.00	16.20	3.00	0.00	0.00	0.00	59.30	11.08	12.02	4.01
aten_0.1.m1.21554.m1	227.00	58.00	259.00	12.00	388.00	126.00	330.00	16.00	163.00	12.00	317.00	203.00	41.00	207.00	56.00	32.00	132.00	23.00	228.00	45.00	164.00	20.00
aten_0.1.m1.10449.m1	80.46	10.44	79.65	12.43	87.43	16.33	100.06	3.33	55.14	8.90	78.57	80.11	3.70	63.97	10.89	25.35	58.25	4.78	33.52	31.54	54.24	7.19
aten_0.1.m1.20856.m1	49.13	20.02	34.05	5.00	70.92	20.61	64.92	2.21	33.56	3.98	43.81	57.77	6.00	21.45	8.00	27.33	63.81	14.69	27.96	16.79	31.37	5.00
aten_0.1.m1.22427.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.1093.m1	0.00	0.00	0.00	1.76	0.00	0.00	0.00	0.00	1.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.2774.m1	0.00	13.00	2.00	6.00	1.00	95.00	4.00	49.00	1.00	5.00	3.00	2.00	35.00	5.00	51.00	41.00	4.00	105.00	3.00	14.00	3.00	99.80
aten_0.1.m1.2442.m1	2.00	1.00	0.00	0.00	0.00	1.00	0.00	0.00	4.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00
aten_0.1.m1.9601.m1	213.00	223.00	304.00	256.00	425.00	830.00	705.00	87.00	265.00	111.00	348.00	523.00	214.00	252.00	247.00	282.00	354.00	153.00	144.00	163.00	180.00	151.00
aten_0.1.m1.17333.m1	2.00	1.00	0.00	1.00	2.00	4.00	1.00	0.00	0.00	2.00	4.00	1.00	3.00	5.00	1.00	8.00	4.00	1.00	2.00	25.00	1.00	0.00
aten_0.1.m1.22979.m1	3.00	3.00	40.00	3.00	50.00	7.00	2.00	2.00	13.00	0.00	7.00	93.00	18.00	16.00	5.00	5.00	0.00	1.00	1.00	0.00	1.00	1.00
aten_0.1.m1.30764.m1	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.1543.m1	233.00	149.00	190.00	5.00	350.00	158.00	249.00	25.00	292.00	20.00	177.00	257.00	67.00	159.00	52.00	32.00	105.00	47.00	134.00	80.00	95.00	91.00
aten_0.1.m1.21529.m1	374.00	1663.00	798.00	1159.00	1361.00	5282.00	1067.00	2429.00	1456.00	1529.00	843.00	1163.00	2405.00	979.00	5221.00	2224.00	618.00	1306.00	403.00	2237.00	375.00	1968.00
aten_0.1.m1.6600.m1	3024.00	3549.00	2951.00	2076.00	3080.00	3671.00	2994.00	1911.00	1537.00	503.00	2620.00	3075.00	896.00	2364.00	1951.00	2500.00	2233.00	969.00	2022.00	2805.00	2451.00	879.00
aten_0.1.m1.27982.m1	10.07	19.86	20.82	4.52	43.23	29.99	19.57	5.03	43.68	10.02	71.73	14.80	5.57	25.85	23.00	7.98	12.63	8.77	17.75	44.88	4.69	4.77
aten_0.1.m1.10715.m1	14.00	5.00	111.00	24.00	72.00	4.00	159.00	0.00	74.00	5.00	29.00	74.00	5.00	84.00	13.00	17.00	31.00	5.00	63.00	14.00	35.00	1.00
aten_0.1.m1.30237.m1	142.00	7.00	171.00	11.00	192.00	24.00	76.00	10.00	64.00	62.00	97.00	35.00	2.00	50.00	8.00	120.00	77.00	8.00	87.00	228.00	56.00	19.00
aten_0.1.m1.13203.m1	1903.00	184.00	452.00	3.00	24.00	2.00	110.00	4.00	11.00	0.00	2663.00	4.00	1.00	15.00	4.00	1.00	275.00	53.00	1443.00	318.00	2.00	1.00
aten_0.1.m1.13953.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.2964.m1	11.19	10.56	7.26	4.83	37.28	24.31	26.77	5.84	22.05	3.36	11.52	18.75	0.26	17.42	7.55	11.35	12.00	2.68	21.69	11.97	39.16	3.23
aten_0.1.m1.602.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.35806.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.14816.m1	18.00	12.00	13.00	1.00	18.00	5.00	25.00	7.00	8.00	4.00	6.00	16.00	0.00	8.00	2.00	10.00	10.00	3.00	17.00	11.00	9.00	2.00
aten_0.1.m1.21079.m1	5.00	2.00	16.00	1.00	19.00	2.00	12.00	0.00	9.00	0.00	15.00	12.00	1.00	15.00	0.00	1.00	3.00	1.00	13.00	3.00	8.00	0.00
aten_0.1.m1.18430.m1	0.00	0.00	0.00	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	2.00	0.00	2.00	0.00	0.00	0.00	0.00
aten_0.1.m1.2449.m1	46.00	1.00	61.00	0.00	177.00	61.00	61.00	3.00	14.00	1.00	17.00	13.00	2.00	19.00	3.00	11.00	8.00	0.00	42.00	27.00	10.00	2.00
aten_0.1.m1.26498.m1	98.00	26.00	112.00	22.00	140.04	42.00	148.00	9.00	152.59	14.00	71.00	126.00	2.00	57.00	14.00	25.00	100.00	8.00	45.00	40.00	57.00	9.00
aten_0.1.m1.31990.m1	1.32	2.00	0.00	0.00	0.00	0.00	3.51	0.00	5.99	0.00	3.99	2.32	0.00	13.10	0.00	0.00	1.08	2.00	3.85	0.00	1.19	0.00
aten_0.1.m1.33138.m1	9.00	7.00	8.00	7.00	5.00	26.00	7.00	8.00	2.00	2.00	2.00	1.00	23.00	0.00	3.00	31.00	2.00	2.00	12.00	11.00	11.00	13.00
aten_0.1.m1.20797.m1	21.86	45.60	15.31	7.08	8.34	23.03	42.54	113.30	31.52	10.01	41.16	627.80	2465.36	508.97	3072.12	155.95	6.83	12.50	86.11	264.74	6.64	35.74
aten_0.1.m1.30271.m1	27.00	9.00	85.00	22.00	159.00	56.00	70.00	20.00	73.00	6.00	77.00	103.00	19.00	75.00	19.00	3.00	19.00	8.00	63.00	20.00	21.00	7.00
aten_0.1.m1.10514.m1	5.00	9.00	2.00	0.00	4.00	1.00	0.00	0.00	6.00	0.00	17.00	9.00	3.00	10.00	3.00	1.00	5.00	11.00	6.00	7.00	0.00	0.00
aten_0.1.m1.38144.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.21645.m1	519.00	11.00	671.00	3.00	829.00	14.00	654.00	5.00	573.00	3.00	476.00	447.00	9.00	403.00	16.00	6.00	255.00	6.00	372.00	23.00	126.00	6.00
aten_0.1.m1.10360.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.9179.m1	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.11919.m1	7.00	0.00	10.00	0.00	20.00	1.00	16.00	0.00	14.00	0.00	3.00	23.00	1.00	20.00	0.00	2.00	5.00	0.00	18.00	10.00	3.00	0.00
aten_0.1.m1.4488.m1	306.00	252.00	505.00	140.00	521.00	297.00	445.00	116.00	287.00	92.00	412.00	141.00	61.00	176.00	114.00	194.00	181.00	79.00	321.00	125.00	318.00	458.00
aten_0.1.m1.347.m1	4.00	0.00	1.00	0.00	4.00	1.00	4.00	0.00	5.00	1.00	0.00	4.00	8.00	1.00	3.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00
aten_0.1.m1.32619.m1	7.00	2.00	157.00	11.00	357.00	31.00	126.00	1.00	164.00	4.00	43.00	90.00	4.00	48.00	14.00	9.00	22.00	51.00	19.00	2.00	90.00	4.00
aten_0.1.m1.22541.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.2321.m1	1.94	4.00	3.00	0.00	16.73	0.00	11.82	0.00	11.43	13.00	5.84	7.74	1.00	1.00	0.00	0.00	6.00	0.00	6.04	2.00	0.00	2.00
aten_0.1.m1.22.m1	0.00	3.00	6.00	1.00	9.00	10.00	0.00	0.00	5.00	0.00	3.00	4.00	9.00	6.00	2.00	0.00	0.00	2.00	0.00	1.00	0.00	0.00
aten_0.1.m1.20358.m1	46.00	22.00	95.00	8.00	103.00	35.00	74.00	3.00	117.00	13.00	76.00	86.00	17.00	59.00	16.00	45.00	43.00	10.00	41.00	34.00	11.00	4.00
aten_0.1.m1.8497.m1	46.51	26.03	54.20	2.05	114.61	12.22	80.57	5.34	23.88	0.00	66.44	90.25	1.02	35.93	3.14	1.06	33.51	6.23	53.13	11.13	53.69	4.07
aten_0.1.m1.36451.m1	161.19	40.10	150.80	13.56	358.49	297.00	210.93	76.30	242.74	23.89	183.94	377.29	60.62	203.02	101.69	66.07	166.80	72.71	113.13	82.80	106.28	88.21
aten_0.1.m1.35054.m1	129.94	44.60	145.91	17.01	223.56	55.76	324.37	54.54	98.19	17.73	141.09	152.78	52.88	202.65	78.94	28.78	82.99	28.01	105.65	30.26	24.61	12.01
aten_0.1.m1.3692.m1	1.00	3.00	1.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	1.00	0.00	0.00	0.00	7.00	0.00	0.00	0.00	0.00
aten_0.1.m1.26628.m1	5.00	0.00	1.00	3.00	16.91	1.98	11.96	0.00	15.63	0.00	11.03	13.13	2.00	10.00	1.00	3.00	5.00	2.00	13.00	7.00	8.00	0.00
